ID;Centro de Custo;Data Registro;Hora do registro;Vlr. Unit.;Qtde; Valor ;Material;Texto breve material;Local;Tipo
10080429;40033;23/03/2020;05:58:03;R$ 1.725,78;1;R$ 1.725,78;85001816;SENSOR FOTOELET/2B550;REM01-3000-3300-C000001;Corretiva
10079581;40030;31/08/2019;21:31:00;R$ 580,00;1;R$ 580,00;85002100;ROLAMENTO ROLOS CILIND,SKF/NU 210 EC JC3;REM01-3000-3100-C000002;Corretiva
10079582;40008;01/09/2019;05:08:03;R$ 658,84;1;R$ 658,84;85002083;EIXO,DA EVS,/DES CH C26 034;REM01-1000-1200-E000002;Planejada
10079583;40014;02/09/2019;17:54:54;R$ 9.787,46;1;R$ 9.787,46;85001824;CORRENTE/XLTE5A;REM01-1000-1200-F000002;Corretiva
10079584;40002;02/09/2019;19:23:45;R$ 1.688,32;1;R$ 1.688,32;85001918;FACA,DA ECH,/DES CF-C26009;REM01-1000-1100-E000002;Corretiva
10079585;40026;05/09/2019;22:58:42;R$ 2.508,48;1;R$ 2.508,48;85001885;CARRO FERRAMENTAS,MARCON/CR-56;REM01-2000-2200-X000004;Corretiva
10079586;40007;05/09/2019;09:28:24;R$ 684,70;1;R$ 684,70;85002073;HASTE,DA EVS,/DES CH C26 096;REM01-1000-1200-E000001;Planejada
10079587;40020;07/09/2019;12:56:22;R$ 4.342,28;1;R$ 4.342,28;85001851;MOTORREDUTOR,SEW/KAF37DRS71M4RED37,97M1B;REM01-2000-2100-X000004;Corretiva
10079588;40020;07/09/2019;18:18:03;R$ 1.397,76;1;R$ 1.397,76;85001950;ROLAMENTO FIXO ESFERAS,SKF/62204 2RS;REM01-2000-2100-X000004;Corretiva
10079589;40022;07/09/2019;12:55:33;R$ 308,45;1;R$ 308,45;85002245;PERFIL SILICONE,MAKITA/MK.-MK016;REM01-2000-2100-X000006;Corretiva
10079590;40001;08/09/2019;03:38:31;R$ 333,20;1;R$ 333,20;85002002;GAXETA/SV001914 70SHA;REM01-1000-1100-E000001;Corretiva
10079591;40001;09/09/2019;06:14:06;R$ 1.070,85;1;R$ 1.070,85;85001927;CORREIA;REM01-1000-1100-E000001;Corretiva
10079592;40011;10/09/2019;15:47:40;R$ 898,43;1;R$ 898,43;85002021;REFIL P/FILTRO,DO PURIF IBBL,24010002;REM01-1000-1200-E000005;Planejada
10079593;40030;10/09/2019;19:36:34;R$ 327,98;1;R$ 327,98;85001953;ROLO APOIO,INA/NATR 17;REM01-3000-3100-C000002;Corretiva
10079594;40009;11/09/2019;18:56:02;R$ 384,05;1;R$ 384,05;85001930;DIAFRAGMA VED,50X8,5X8MM,SV/SV 713368;REM01-1000-1200-E000003;Corretiva
10079595;40026;13/09/2019;08:30:11;R$ 522,96;1;R$ 522,96;85002127;BOTAO LUMINOSO TELEMECANIQUE;REM01-2000-2200-X000004;Corretiva
10079596;40002;14/09/2019;14:19:41;R$ 547,81;1;R$ 547,81;85001983;BICO,ENVASADORA,USIMEQUI/DES015A02001A;REM01-1000-1100-E000002;Planejada
10080894;40028;14/11/2020;06:15:32;R$ 1.725,78;1;R$ 1.725,78;85001816;SENSOR FOTOELET/2B550;REM01-2000-2200-X000006;Planejada
10079598;40001;16/09/2019;11:48:30;R$ 326,71;1;R$ 326,71;85002002;GAXETA/SV001914 70SHA;REM01-1000-1100-E000001;Corretiva
10079599;40015;17/09/2019;18:34:21;R$ 539,36;1;R$ 539,36;85002437;PONTEIRA,EVS,/DES NE-11-308-1575;REM01-1000-2200-F000001;Corretiva
10079600;40002;20/09/2019;19:27:20;R$ 874,87;1;R$ 874,87;85002040;CILINDRO PNEUM,FESTO/DSNU-20-10-P-A;REM01-1000-1100-E000002;Corretiva
10079601;40017;21/09/2019;19:18:57;R$ 477,30;1;R$ 477,30;85002157;BUCHA AGULH,14X20X14MM,SKF/HK1414RS;REM01-2000-2100-X000001;Corretiva
10079602;40018;21/09/2019;20:13:18;R$ 298,34;1;R$ 298,34;85002253;ACOPLAMENTO,DO ENCODER,OMRON/E69-C10B;REM01-2000-2100-X000002;Planejada
10079603;40014;22/09/2019;18:37:43;R$ 268,13;1;R$ 268,13;85002121;AMORTECEDOR HIDRAULICO,M8X1,SMC/RBC0806;REM01-1000-1200-F000002;Corretiva
10079604;40016;23/09/2019;05:30:22;R$ 1.226,09;1;R$ 1.226,09;85001962;ANEL VED. 58X72X12MM;REM01-1000-2200-F000002;Planejada
10079605;40002;24/09/2019;06:00:35;R$ 325,55;1;R$ 325,55;85002230;"ANEL VED CONEX SANIT SMS,DIAM 3"",VITON";REM01-1000-1100-E000002;Planejada
10079606;40020;24/09/2019;20:02:31;R$ 270,00;1;R$ 270,00;85002271;ROLAMENTO AGULH,20X26X16MM,AC,SKF/HK2016;REM01-2000-2100-X000004;Corretiva
10079607;40002;25/09/2019;05:29:07;R$ 655,23;1;R$ 655,23;85001901;TRANSISTOR,CAN N,IC MAX 34A,800V RUPT;REM01-1000-1100-E000002;Corretiva
10079608;40001;26/09/2019;05:09:52;R$ 5.355,08;1;R$ 5.355,08;85001838;BRACO EVS/3081712;REM01-1000-1100-E000001;Corretiva
10079609;40002;26/09/2019;14:02:18;R$ 986,20;1;R$ 986,20;85001962;ANEL VED. 58X72X12MM;REM01-1000-1100-E000002;Corretiva
10079610;40030;27/09/2019;17:23:11;R$ 2.715,24;1;R$ 2.715,24;85001859;TORNEIRA BOIA,DECA/1350 BSA 1BSP;REM01-3000-3100-C000002;Corretiva
10079611;40003;28/09/2019;08:56:10;R$ 680,81;1;R$ 680,81;85002079;ROLAMENTO AGULHAS,INA/NK 30/30;REM01-1000-1100-E000003;Planejada
10079612;40029;29/09/2019;08:28:54;R$ 3.167,36;1;R$ 3.167,36;85001868;CORREIA,SYSTEMATIC/POSI10000039;REM01-3000-3100-C000001;Corretiva
10079613;40018;29/09/2019;22:58:42;R$ 2.508,48;1;R$ 2.508,48;85001885;CARRO FERRAMENTAS,MARCON/CR-56;REM01-2000-2100-X000002;Corretiva
10079614;40029;29/09/2019;19:25:48;R$ 1.246,69;1;R$ 1.246,69;85001963;CAMISA,BR,KELNATA/CAMMASCBRMALHAPIQUETM;REM01-3000-3100-C000001;Corretiva
10079615;40008;30/09/2019;20:32:45;R$ 18.694,00;1;R$ 18.694,00;85001793;MOD. ELETR. 1768;REM01-1000-1200-E000002;Corretiva
10079616;40002;30/09/2019;19:53:48;R$ 765,96;1;R$ 765,96;85002051;CILINDRO PNEUMATICO,16MM,FESTO/170837;REM01-1000-1100-E000002;Corretiva
10079617;40024;30/09/2019;20:38:44;R$ 732,24;1;R$ 732,24;85002059;FONTE ALIM,MONOF,SIEMENS/6EP1333-2AA01;REM01-2000-2200-X000002;Corretiva
10079618;40014;01/10/2019;15:47:25;R$ 913,47;1;R$ 913,47;85002018;CABECA/DESCAZG606;REM01-1000-1200-F000002;Corretiva
10079619;40001;01/10/2019;05:53:21;R$ 689,18;1;R$ 689,18;85002076;SAIA/10303W;REM01-1000-1100-E000001;Corretiva
10079620;40008;02/10/2019;17:21:29;R$ 9.002,39;1;R$ 9.002,39;85001801;FILTRO/72982;REM01-1000-1200-E000002;Corretiva
10079621;40001;02/10/2019;05:21:44;R$ 316,78;1;R$ 316,78;85001922;BASE,DA EVS,GEFERPLAS/DES CI-C26-107;REM01-1000-1100-E000001;Planejada
10079622;40013;03/10/2019;18:39:27;R$ 824,77;1;R$ 824,77;85002050;CILINDRO PNEUM,FESTO/ADVU-50-25-P-A-S2;REM01-1000-1200-F000001;Corretiva
10079623;40008;03/10/2019;02:04:01;R$ 269,42;1;R$ 269,42;85002270;SENSOR FOTOEL,BARR REFLEXIVA,10-4500MM;REM01-1000-1200-E000002;Corretiva
10079624;40023;04/10/2019;21:36:02;R$ 753,27;1;R$ 753,27;85002052;COMPENSADOR,FESTO/VAL-1/4BSP-20;REM01-2000-2200-X000001;Corretiva
10079625;40008;05/10/2019;21:36:22;R$ 326,70;1;R$ 326,70;85002231;ADESIVO PU,PAST,QUARTZOLIT/SELANTEPU30;REM01-1000-1200-E000002;Corretiva
10080875;40004;31/10/2020;21:16:21;R$ 322,63;1;R$ 322,63;85001978;VALV. PNEUM DIREC./533342;REM01-1000-1100-E000004;Corretiva
10079627;40026;06/10/2019;15:27:01;R$ 1.090,80;1;R$ 1.090,80;85001984;RETENTOR,10X19X6,5MM,NBR,SABO/02171 BR;REM01-2000-2200-X000004;Planejada
10079628;40016;07/10/2019;04:53:53;R$ 1.044,27;1;R$ 1.044,27;85001993;GAXETA,SKF/PO 22539-K 02-P.X 43X60X10 GX;REM01-1000-2200-F000002;Corretiva
10079629;40016;07/10/2019;02:20:52;R$ 287,21;1;R$ 287,21;85002252;AMORTECEDOR HIDRAULICO,M10X1,SMC/RBC1007;REM01-1000-2200-F000002;Corretiva
10079630;40002;08/10/2019;02:36:04;R$ 768,12;1;R$ 768,12;85002049;CANTONEIRA,DA ECT,/1088234;REM01-1000-1100-E000002;Planejada
10081348;40028;14/02/2022;06:15:32;R$ 1.725,78;1;R$ 1.725,78;85001816;SENSOR FOTOELET/2B550;REM01-2000-2200-X000006;Planejada
10079632;40008;08/10/2019;21:47:46;R$ 458,37;1;R$ 458,37;85002007;ALOJAMENTO/DES CCC26082;REM01-1000-1200-E000002;Corretiva
10079633;40007;10/10/2019;05:34:11;R$ 1.308,72;1;R$ 1.308,72;85001958;GUIA,DA EVS,/DES CI C26 202;REM01-1000-1200-E000001;Corretiva
10079634;40023;11/10/2019;20:19:38;R$ 1.169,64;1;R$ 1.169,64;85001973;SENSOR /UB20003;REM01-2000-2200-X000001;Corretiva
10079635;40002;11/10/2019;21:57:04;R$ 688,60;1;R$ 688,60;85002077;BRACO EVS/308-1323;REM01-1000-1100-E000002;Corretiva
10079636;40020;11/10/2019;01:52:53;R$ 712,61;1;R$ 712,61;85001943;PONTEIRA,DA EVS,/DES CJ-C26-093;REM01-2000-2100-X000004;Planejada
10079637;40026;12/10/2019;19:50:31;R$ 668,99;1;R$ 668,99;85001840;CORREIA SINCR,BRECOFLEX/32AT5/320;REM01-2000-2200-X000004;Planejada
10079638;40022;13/10/2019;20:37:31;R$ 3.748,02;1;R$ 3.748,02;85001861;UNIDADE CONSERV AR,PC,FESTO/CS220818WSP;REM01-2000-2100-X000006;Corretiva
10079639;40002;13/10/2019;04:37:34;R$ 711,01;1;R$ 711,01;85001876;PLACA POLIC,CRISTAL,10MM,1000MM,2000MM;REM01-1000-1100-E000002;Corretiva
10079640;40007;13/10/2019;18:27:35;R$ 515,27;1;R$ 515,27;85002116;VENTOSA,20MM,3/8BSP,SOVEDACOES/SV 716001;REM01-1000-1200-E000001;Corretiva
10079641;40001;14/10/2019;22:46:07;R$ 9.174,88;1;R$ 9.174,88;85001825;DRIVE/2094B;REM01-1000-1100-E000001;Corretiva
10080542;40012;04/05/2020;13:25:02;R$ 486,42;1;R$ 486,42;85001894;TARUGO A C,SAE 1045,RED,1 1/2POL,500MM;REM01-1000-1200-E000006;Corretiva
10079643;40006;14/10/2019;05:50:52;R$ 1.965,70;1;R$ 1.965,70;85001901;TRANSISTOR,CAN N,IC MAX 34A,800V RUPT;REM01-1000-1100-E000006;Planejada
10079644;40008;15/10/2019;19:04:13;R$ 722,37;1;R$ 722,37;85002063;CHAPA PETG, ESP 6MM;REM01-1000-1200-E000002;Corretiva
10079645;40017;15/10/2019;19:52:29;R$ 272,81;1;R$ 272,81;85002269;ANILHA INT, AC CARB, 20MM, RENOR/AA-20MM;REM01-2000-2100-X000001;Corretiva
10079646;40001;17/10/2019;13:04:07;R$ 1.053,54;1;R$ 1.053,54;85001906;CABOS E CONECTORES;REM01-1000-1100-E000001;Planejada
10079647;40017;18/10/2019;20:32:58;R$ 728,41;1;R$ 728,41;85002061;PRATELEIRA,400X250X160MM,PLAST,PINT BR;REM01-2000-2100-X000001;Planejada
10079648;40021;18/10/2019;21:24:05;R$ 380,71;1;R$ 380,71;85002106;ELEMENTO FILT,AR,FESTO/532910;REM01-2000-2100-X000005;Planejada
10079649;40011;19/10/2019;20:01:00;R$ 770,26;1;R$ 770,26;85001935;CORTA,DA ECH,/DES CH-C26-091;REM01-1000-1200-E000005;Corretiva
10079650;40023;21/10/2019;11:11:58;R$ 1.935,88;1;R$ 1.935,88;85001899;CARRETEL,SHIGA/PR01986FR028,5;REM01-2000-2200-X000001;Corretiva
10079651;40017;21/10/2019;08:06:26;R$ 511,34;1;R$ 511,34;85002091;DOBRADICA,PIN FIX,INOX,4X3POL,RET;REM01-2000-2100-X000001;Planejada
10081397;40005;20/03/2022;18:55:44;R$ 1.779,81;1;R$ 1.779,81;85001816;SENSOR FOTOELET/2B550;REM01-1000-1100-E000005;Corretiva
10079653;40025;22/10/2019;08:42:19;R$ 752,90;1;R$ 752,90;85001935;CORTA,DA ECH,/DES CH-C26-091;REM01-2000-2200-X000003;Corretiva
10079654;40029;23/10/2019;21:03:09;R$ 443,37;1;R$ 443,37;85002170;UNIDADE CONSERV AR,C/MANOM,FESTO/530244;REM01-3000-3100-C000001;Corretiva
10079655;40006;24/10/2019;20:52:16;R$ 521,98;1;R$ 521,98;85002129;CORREIA,BORR NBR,3240X35MM,RR103240X35F;REM01-1000-1100-E000006;Planejada
10079656;40005;25/10/2019;23:43:31;R$ 656,04;1;R$ 656,04;85001922;BASE,DA EVS,GEFERPLAS/DES CI-C26-107;REM01-1000-1100-E000005;Planejada
10079657;40026;25/10/2019;14:18:04;R$ 571,08;1;R$ 571,08;85002107;ELEMENTO FILT,AR,FESTO/532911;REM01-2000-2200-X000004;Corretiva
10079658;40032;26/10/2019;20:25:10;R$ 12.154,26;1;R$ 12.154,26;85001821;ANEL,TEC SUL/9613437728;REM01-1000-1100-E000004;Corretiva
10079659;40025;26/10/2019;22:25:21;R$ 1.103,80;1;R$ 1.103,80;85001979;CORREIA SINCRONIZADA,MEGADYNE/25T10 1060;REM01-2000-2200-X000003;Corretiva
10079660;40022;26/10/2019;22:17:11;R$ 1.265,39;1;R$ 1.265,39;85002029;CILINDRO FESTO DFM-50-100-P-A-GF-170874;REM01-2000-2100-X000006;Corretiva
10079661;40007;26/10/2019;20:24:05;R$ 405,00;1;R$ 405,00;85002184;ROLDANA,DA EVS,/DES CI-C26-027;REM01-1000-1200-E000001;Corretiva
10081037;40008;20/03/2021;21:44:16;R$ 3.610,02;1;R$ 3.610,02;85001866;COMPONENTE,INTERTHANE990INCCOMPB0,51L;REM01-1000-1200-E000002;Corretiva
10079663;40014;27/10/2019;04:56:09;R$ 506,03;1;R$ 506,03;85002139;TEMPORIZADOR,CALDEIRA,FULTON/PN240266;REM01-1000-1200-F000002;Corretiva
10079664;40001;27/10/2019;20:29:55;R$ 326,80;1;R$ 326,80;85002002;GAXETA/SV001914 70SHA;REM01-1000-1100-E000001;Corretiva
10079665;40026;28/10/2019;19:16:02;R$ 4.581,32;1;R$ 4.581,32;85001846;VALVULA SEGURANCA, FULTON/PN 2-30-089;REM01-2000-2200-X000004;Corretiva
10079666;40026;28/10/2019;19:20:18;R$ 833,81;1;R$ 833,81;85002039;CAMISA,FEM,KELNATA/CAMFEMBRMALHAPIQUETG;REM01-2000-2200-X000004;Corretiva
10079667;40014;28/10/2019;11:46:52;R$ 311,79;1;R$ 311,79;85001962;ANEL VED. 58X72X12MM;REM01-1000-1200-F000002;Corretiva
10079668;40002;30/10/2019;10:23:59;R$ 1.237,30;1;R$ 1.237,30;85001965;PINCA PNEUMATICA,LIGA ALU,M5,SMC/MHY220D;REM01-1000-1100-E000002;Corretiva
10079669;40030;31/10/2019;05:42:39;R$ 334,20;1;R$ 334,20;85002224;AVENTAL,SCHIMITTEL/SEG007GRAFILMC60X93CM;REM01-3000-3100-C000002;Corretiva
10079670;40014;01/11/2019;18:54:26;R$ 489,05;1;R$ 489,05;85002003;FITA FIBRA,C/TEFLON,INDACO/250310030;REM01-1000-1200-F000002;Corretiva
10079671;40011;02/11/2019;08:31:26;R$ 1.250,77;1;R$ 1.250,77;85001962;ANEL VED. 58X72X12MM;REM01-1000-1200-E000005;Corretiva
10079672;40021;02/11/2019;18:56:02;R$ 1.083,89;1;R$ 1.083,89;85001988;BUCHA,DA EVS,/DES CJ-C26-008;REM01-2000-2100-X000005;Corretiva
10079673;40016;04/11/2019;17:35:43;R$ 7.182,45;1;R$ 7.182,45;85001802;ANEL O,8X2,50MM;REM01-1000-2200-F000002;Planejada
10079751;40003;14/12/2019;04:57:53;R$ 2.672,13;1;R$ 2.672,13;85001848;CHAVE SECCION/KG41K304;REM01-3000-3200-T000001;Corretiva
10079675;40019;05/11/2019;03:30:16;R$ 760,54;1;R$ 760,54;85001935;CORTA,DA ECH,/DES CH-C26-091;REM01-2000-2100-X000003;Corretiva
10079676;40022;05/11/2019;19:35:48;R$ 375,23;1;R$ 375,23;85001936;MOLA,DA EVS,/DES CI-C26-016;REM01-2000-2100-X000006;Corretiva
10079677;40002;05/11/2019;20:20:13;R$ 327,52;1;R$ 327,52;85002229;GAXETA,9,53X19,05X4,76MM,PU C/MOLIBDEN;REM01-1000-1100-E000002;Corretiva
10079678;40022;06/11/2019;12:58:36;R$ 682,08;1;R$ 682,08;85001927;CORREIA;REM01-2000-2100-X000006;Corretiva
10079679;40023;06/11/2019;16:28:10;R$ 596,92;1;R$ 596,92;85002089;BICO SOPRADOR LEQUE SILVENT/920A V2 BSP;REM01-2000-2200-X000001;Corretiva
10079680;40033;07/11/2019;15:30:30;R$ 524,29;1;R$ 524,29;85001930;DIAFRAGMA VED,50X8,5X8MM,SV/SV 713368;REM01-3000-3300-C000001;Planejada
10079681;40002;07/11/2019;15:46:26;R$ 458,37;1;R$ 458,37;85002007;ALOJAMENTO/DES CCC26082;REM01-1000-1100-E000002;Corretiva
10079682;40026;08/11/2019;19:48:29;R$ 1.297,31;1;R$ 1.297,31;85001901;TRANSISTOR,CAN N,IC MAX 34A,800V RUPT;REM01-2000-2200-X000004;Corretiva
10079683;40029;08/11/2019;05:28:19;R$ 382,97;1;R$ 382,97;85002201;DIAFRAGMA,DA BOMBA,WILDEN/01101058;REM01-3000-3100-C000001;Corretiva
10079684;40001;08/11/2019;21:50:14;R$ 301,98;1;R$ 301,98;85002250;GAXETA UHMW, 20X14,5X14MM, CRS VED/65SHD;REM01-1000-1100-E000001;Corretiva
10079685;40007;09/11/2019;19:23:20;R$ 1.552,07;1;R$ 1.552,07;85001929;FILAMENTO PLAS,PETG,BR;REM01-1000-1200-E000001;Corretiva
10080319;40022;07/03/2020;16:01:34;R$ 889,19;1;R$ 889,19;85001849;MANG. HIDR/FTM45204;REM01-2000-2100-X000006;Corretiva
10079687;40030;10/11/2019;19:34:42;R$ 954,47;1;R$ 954,47;85002007;ALOJAMENTO/DES CCC26082;REM01-3000-3100-C000002;Corretiva
10079688;40017;10/11/2019;14:42:26;R$ 929,70;1;R$ 929,70;85002016;VALVULA SOLEN. MEAC 41013057 A-00 24V 0,;REM01-2000-2100-X000001;Planejada
10079689;40014;12/11/2019;02:28:27;R$ 344,37;1;R$ 344,37;85002141;ROTULA RADIAL,12X26X15MM,TERMICOM/RO 12;REM01-1000-1200-F000002;Planejada
10079690;40007;12/11/2019;12:07:01;R$ 277,90;1;R$ 277,90;85002263;TERMINAL ROTULA,TERMICOM/TE16KA;REM01-1000-1200-E000001;Corretiva
10079691;40012;13/11/2019;14:24:07;R$ 2.873,62;1;R$ 2.873,62;85001876;PLACA POLIC,CRISTAL,10MM,1000MM,2000MM;REM01-1000-1200-E000006;Planejada
10079692;40023;14/11/2019;05:53:38;R$ 829,73;1;R$ 829,73;85001919;GAXETA,SEC ESP,22X30X7MM;REM01-2000-2200-X000001;Corretiva
10081362;40020;23/02/2022;19:59:43;R$ 289,25;1;R$ 289,25;85002256;ROLO COMANDO/KR 30 PP;REM01-2000-2100-X000004;Corretiva
10079580;40023;28/08/2019;23:39:21;R$ 2.201,14;1;R$ 2.201,14;85001891;SENSOR FOTOELET/NT 6-03022;REM01-2000-2200-X000001;Planejada
10079695;40019;14/11/2019;20:26:50;R$ 294,94;1;R$ 294,94;85002250;GAXETA UHMW, 20X14,5X14MM, CRS VED/65SHD;REM01-2000-2100-X000003;Corretiva
10079696;40015;15/11/2019;20:57:57;R$ 563,24;1;R$ 563,24;85002109;HASTE,ENVASADORA,USIMEQUI/DES015A02002A;REM01-1000-2200-F000001;Corretiva
10079697;40001;15/11/2019;19:23:53;R$ 474,78;1;R$ 474,78;85001967;CAMISA,BR,KELNATA/CAMMASCBRMALHAPIQUETP;REM01-1000-1100-E000001;Planejada
10079698;40005;16/11/2019;05:32:25;R$ 1.599,42;1;R$ 1.599,42;85001925;APOIO,/DES CIC 44006 POS B;REM01-1000-1100-E000005;Planejada
10079699;40010;16/11/2019;10:24:14;R$ 415,17;1;R$ 415,17;85002182;FITA DEMARCACAO PISO,3M/471 BR 30MX50MM;REM01-1000-1200-E000004;Corretiva
10079700;40027;17/11/2019;16:00:17;R$ 2.967,11;1;R$ 2.967,11;85001873;VEDACAO CJ,EPDM,GEA GROUP/6007198;REM01-2000-2200-X000005;Corretiva
10079701;40008;17/11/2019;08:10:26;R$ 1.592,54;1;R$ 1.592,54;85001957;CILINDRO ELETRICO (PC);REM01-1000-1200-E000002;Corretiva
10079702;40008;17/11/2019;21:54:02;R$ 848,38;1;R$ 848,38;85002033;PISTAO,DA EVS,/DES CH C26 094;REM01-1000-1200-E000002;Corretiva
10078964;40009;07/01/2019;16:12:39;R$ 275,80;1;R$ 275,80;85002104;ROLO COMANDO/NUKR35;REM01-1000-1200-E000003;Planejada
10079704;40025;17/11/2019;09:28:24;R$ 521,23;1;R$ 521,23;85002130;FILTRO,DA EVS,GEFERPLAS/DES CF-C26056;REM01-2000-2200-X000003;Corretiva
10079705;40033;18/11/2019;20:15:02;R$ 1.808,05;1;R$ 1.808,05;85001907;FIO NIQUEL/0,9MM2,1,713;REM01-3000-3300-C000001;Corretiva
10079706;40018;19/11/2019;17:31:33;R$ 8.286,00;1;R$ 8.286,00;85001827;IHM,2711R;REM01-2000-2100-X000002;Planejada
10079707;40018;19/11/2019;02:02:13;R$ 909,79;1;R$ 909,79;85002019;CHAPA TEFLON,ESP 6 MM,500X500 MM;REM01-2000-2100-X000002;Planejada
10079329;40017;30/04/2019;20:12:50;R$ 835,00;1;R$ 835,00;85002038;RESINA /T4000FNCZCO;REM01-2000-2100-X000001;Corretiva
10079709;40010;19/11/2019;21:15:01;R$ 629,22;1;R$ 629,22;85002087;TERMORESISTENCIA,CONSISTEC/DES V-119;REM01-1000-1200-E000004;Planejada
10079652;40023;22/10/2019;19:33:52;R$ 1.359,88;1;R$ 1.359,88;85001891;SENSOR FOTOELET/NT 6-03022;REM01-2000-2200-X000001;Planejada
10079711;40001;19/11/2019;21:44:55;R$ 316,98;1;R$ 316,98;85002290;CILINDRO PNEUM,FESTO/ADVU-20-20-P-A;REM01-1000-1100-E000001;Planejada
10079712;40007;20/11/2019;19:19:46;R$ 3.775,53;1;R$ 3.775,53;85001860;CABO FIBRA OTICA/E32A092M;REM01-1000-1200-E000001;Corretiva
10079713;40017;20/11/2019;20:41:33;R$ 1.176,00;1;R$ 1.176,00;85001971;BUCHA AGULHAS,INA/HK 1612;REM01-2000-2100-X000001;Corretiva
10079714;40019;21/11/2019;15:18:11;R$ 703,71;1;R$ 703,71;85002068;CAMISA,SCHIMITTEL/CM UNIS BRIG TAM GG VM;REM01-2000-2100-X000003;Planejada
10079715;40013;21/11/2019;23:04:41;R$ 532,28;1;R$ 532,28;85001982;LACRE PLAST. SEG./ PERS. 2;REM01-1000-1200-F000001;Corretiva
10079716;40027;21/11/2019;11:34:58;R$ 441,97;1;R$ 441,97;85002171;ESTATOR,DA BOMBA,NETZSCH/4900141;REM01-2000-2200-X000005;Corretiva
10079717;40017;21/11/2019;15:27:59;R$ 299,70;1;R$ 299,70;85002252;AMORTECEDOR HIDRAULICO,M10X1,SMC/RBC1007;REM01-2000-2100-X000001;Planejada
10079718;40012;22/11/2019;16:27:23;R$ 6.955,97;1;R$ 6.955,97;85001833;CHAPA PETG, ESP 6MM;REM01-1000-1200-E000006;Planejada
10079719;40001;23/11/2019;03:11:11;R$ 536,80;1;R$ 536,80;85002120;ROLAMENTO AUTOCOMP ESF,SKF/2202E 2RS TN9;REM01-1000-1100-E000001;Corretiva
10079720;40001;24/11/2019;04:34:26;R$ 274,36;1;R$ 274,36;85002268;SENSOR,CAPACITIVO,SENSE/CS20-30H-A2/SZ;REM01-1000-1100-E000001;Corretiva
10081127;40022;11/08/2021;05:11:15;R$ 1.977,66;1;R$ 1.977,66;85001898;EIXO/C26-035;REM01-2000-2100-X000006;Corretiva
10079722;40011;25/11/2019;21:34:32;R$ 495,48;1;R$ 495,48;85002147;PISTAO,USIMETAIS/DEOCLC01ENC023;REM01-1000-1200-E000005;Corretiva
10079723;40022;25/11/2019;12:07:01;R$ 400,10;1;R$ 400,10;85002190;TERMINAL ROT,STEEL PRINT/RFD M8X1;REM01-2000-2100-X000006;Corretiva
10079724;40001;25/11/2019;12:32:48;R$ 326,80;1;R$ 326,80;85002002;GAXETA/SV001914 70SHA;REM01-1000-1100-E000001;Planejada
10079725;40015;26/11/2019;14:43:38;R$ 971,93;1;R$ 971,93;85002006;TIPO ALFAB,DA ECT,ROL/ROL-ECT-S-CCC24019;REM01-1000-2200-F000001;Corretiva
10079726;40007;26/11/2019;15:37:32;R$ 381,15;1;R$ 381,15;85002203;CORREIA TRANSP SEM-FIM;REM01-1000-1200-E000001;Planejada
10079727;40008;27/11/2019;17:49:59;R$ 699,47;1;R$ 699,47;85002071;ROLAMENTO AUTOCOMP ESF,SKF/2200 2RS;REM01-1000-1200-E000002;Corretiva
10079728;40008;28/11/2019;02:48:34;R$ 1.126,93;1;R$ 1.126,93;85001899;CARRETEL,SHIGA/PR01986FR028,5;REM01-1000-1200-E000002;Planejada
10079729;40013;30/11/2019;20:43:01;R$ 1.904,51;1;R$ 1.904,51;85001897;UNIDADE CONSERV AR,18BAR,FESTO/542269;REM01-1000-1200-F000001;Corretiva
10079730;40001;30/11/2019;21:34:32;R$ 670,36;1;R$ 670,36;85002080;EMBOLO,USIMETAIS/DEOCLC01ENC020;REM01-1000-1100-E000001;Corretiva
10079731;40012;30/11/2019;22:15:16;R$ 316,78;1;R$ 316,78;85001922;BASE,DA EVS,GEFERPLAS/DES CI-C26-107;REM01-1000-1200-E000006;Planejada
10080132;40025;15/02/2020;19:40:23;R$ 817,71;1;R$ 817,71;85002104;ROLO COMANDO/NUKR35;REM01-2000-2200-X000003;Planejada
10079180;40014;01/04/2019;03:16:12;R$ 11,55;1;R$ 11,55;85002387;PARAF CAB SEXT,M12X1,75X50MM,AISI304,RT;REM01-1000-1200-F000002;Corretiva
10079734;40001;02/12/2019;21:56:59;R$ 989,65;1;R$ 989,65;85001962;ANEL VED. 58X72X12MM;REM01-1000-1100-E000001;Planejada
10079735;40009;02/12/2019;07:42:28;R$ 718,41;1;R$ 718,41;85002065;CHAPA POL,CRISTAL,ESP 10MM,5800X2100MM;REM01-1000-1200-E000003;Corretiva
10080884;40008;08/11/2020;19:54:18;R$ 1.106,95;1;R$ 1.106,95;85001978;VALV. PNEUM DIREC./533342;REM01-1000-1200-E000002;Corretiva
10079737;40020;05/12/2019;00:07:59;R$ 2.994,80;1;R$ 2.994,80;85001872;RODIZIO GIRATORIO NOVEX/FL 312 BIF;REM01-2000-2100-X000004;Planejada
10079738;40019;05/12/2019;14:38:31;R$ 1.507,74;1;R$ 1.507,74;85001938;BICO,SCL,NORDSON/322416;REM01-2000-2100-X000003;Corretiva
10079739;40004;05/12/2019;08:56:10;R$ 680,81;1;R$ 680,81;85002079;ROLAMENTO AGULHAS,INA/NK 30/30;REM01-1000-1100-E000004;Planejada
